,Z_Price,const,Owner_Type,Brand_Audi,Brand_BMW,Brand_Bentley,Brand_Chevrolet,Brand_Datsun,Brand_Fiat,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Jaguar,Brand_Lamborghini,Brand_Land,Brand_Mahindra,Brand_Mercedes-Benz,Brand_Mini,Brand_Mitsubishi,Brand_Nissan,Brand_Porsche,Brand_Renault,Brand_Skoda,Brand_Tata,Brand_Toyota,Brand_Volvo,Model_Type_SUV/MUV/MPV,Location_Bangalore,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Transmission_Manual,Z_Age,Z_Kilometers_Driven,Z_Mileage_Converted,Z_Power
0,-1.49131520848189,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.100275511036451,0.6088446528956929,0.277483999755085,-1.379484595084768
1,0.7954282873093821,1.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,-0.48039664941446936,-0.17934020267229522,0.4248702966800877,0.4842473888087264
2,-0.39283226329340326,1.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.784141078946267,-0.018273143440572587,0.09453626975629673,-0.3640710197044505
3,-0.05823544404036108,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.4680066468560829,0.8737341105984205,0.6562907261729606,-0.36244416997115925
4,1.2026142983192163,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1518722147658988,-0.1906519810910485,-0.6715185046365748,0.7476206405503824
5,-1.1484402158400728,1.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.4680066468560829,0.6659848015491017,-2.0045826528750355,-1.5051533336892653
6,-0.6851306592919317,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.1518722147658988,0.8737180215488719,1.1047857432875277,-1.183353492912386
7,1.1867718951363353,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.7965310815046535,-0.36138067296964504,-1.9099441479524064,1.2221552193184275
8,-0.2246729516213095,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.1518722147658988,0.45335215875921525,0.6089330763099492,0.009501583586584882
9,-1.3654543200643101,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4680066468560829,0.48560851287281087,0.9585727733845284,-0.7999966214135901
10,0.5300648518805408,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.4287999456850216,-0.8335677078924675,0.8150511560287665,0.0013599869089640864
11,-0.3954197581340185,1.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4680066468560829,0.3536420107818044,-0.24587567400413404,0.2877025922801978
12,-0.13847956615032386,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.48039664941446936,0.45322180292077724,1.4785183350177153,-0.7999966214135901
13,1.691124565023429,1.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.16426221732428528,0.6088446528956929,-1.4357329228992282,1.4393103291562324
14,1.0074825611979474,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,-0.16426221732428528,1.2020740956711653,-1.1759343657151071,1.2784460858272793
15,-0.18077798940483758,1.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-0.7965310815046535,0.3289297046864647,1.5785906913118584,-0.10950583833925034
16,-0.06017552530948209,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-1.1126655135948376,-0.8717859571974221,1.9869293856009094,-0.7999966214135901
17,0.005872625126587659,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,-0.16426221732428528,0.7113219963697464,0.5902573155180459,-0.5007873779307687
18,1.7334229882779428,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.16426221732428528,0.7298276250987242,-0.7734565678766064,1.1671005796837999
19,1.2545432065478166,1.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.16426221732428528,-0.4839376163922309,1.0323075733030411,1.4686113580116391
